"activityLabel" "subjectLabel" "measurement.name" "average.value"
"WALKING_DOWNSTAIRS" 3 "angle.tBodyAccMean.gravity." -0.0396920106950996
"WALKING_DOWNSTAIRS" 3 "angle.tBodyAccJerkMean..gravityMean." -0.0186645627655477
"WALKING_DOWNSTAIRS" 3 "angle.tBodyGyroMean.gravityMean." 0.203588127303236
"WALKING_DOWNSTAIRS" 3 "angle.tBodyGyroJerkMean.gravityMean." -0.076029477055761
"WALKING_DOWNSTAIRS" 3 "angle.X.gravityMean." -0.780873119110953
"WALKING_DOWNSTAIRS" 3 "angle.Y.gravityMean." 0.20018859414111
"WALKING_DOWNSTAIRS" 3 "angle.Z.gravityMean." 0.0558659310482383
"WALKING_DOWNSTAIRS" 3 "tBodyAcc.std...X" 0.100766330932127
"WALKING_DOWNSTAIRS" 3 "tBodyAcc.std...Y" 0.0595486228783642
"WALKING_DOWNSTAIRS" 3 "tBodyAcc.std...Z" -0.190804507442162
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.std...X" -0.949748838733997
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.std...Y" -0.934266078534851
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.std...Z" -0.912460554516358
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.std...X" -0.0338826468930654
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.std...Y" -0.0736744063550434
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.std...Z" -0.388666069444772
"WALKING_DOWNSTAIRS" 3 "tBodyGyro.std...X" -0.333817475057255
"WALKING_DOWNSTAIRS" 3 "tBodyGyro.std...Y" -0.339631376954339
"WALKING_DOWNSTAIRS" 3 "tBodyGyro.std...Z" -0.272809910672304
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerk.std...X" -0.38268977198606
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerk.std...Y" -0.465943810555121
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerk.std...Z" -0.326455992480064
"WALKING_DOWNSTAIRS" 3 "tBodyAccMag.std.." 0.116488914352198
"WALKING_DOWNSTAIRS" 3 "tGravityAccMag.std.." 0.116488914352198
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerkMag.std.." -0.011220665881458
"WALKING_DOWNSTAIRS" 3 "tBodyGyroMag.std.." -0.251427800988919
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerkMag.std.." -0.440929331631124
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.std...X" 0.121937984843535
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.std...Y" -0.0082336714233357
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.std...Z" -0.245872896782916
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.std...X" -0.0821905158144886
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.std...Y" -0.091416460479564
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.std...Z" -0.443554664639787
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.std...X" -0.375127467913848
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.std...Y" -0.36185368284522
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.std...Z" -0.38040999928478
"WALKING_DOWNSTAIRS" 3 "fBodyAccMag.std.." -0.0754251669550853
"WALKING_DOWNSTAIRS" 3 "fBodyBodyAccJerkMag.std.." -0.0422714225290824
"WALKING_DOWNSTAIRS" 3 "fBodyBodyGyroMag.std.." -0.361230992213905
"WALKING_DOWNSTAIRS" 3 "fBodyBodyGyroJerkMag.std.." -0.486442976081671
"WALKING_UPSTAIRS" 2 "tBodyAcc.mean...X" 0.26229464948342
"WALKING_UPSTAIRS" 2 "tBodyAcc.mean...Y" -0.0259232890342181
"WALKING_UPSTAIRS" 2 "tBodyAcc.mean...Z" -0.120537934670272
"WALKING_UPSTAIRS" 2 "tGravityAcc.mean...X" 0.875003375958549
"WALKING_UPSTAIRS" 2 "tGravityAcc.mean...Y" -0.281377193548575
"WALKING_UPSTAIRS" 2 "tGravityAcc.mean...Z" -0.14079566587547
"WALKING_UPSTAIRS" 2 "tBodyAccJerk.mean...X" 0.0767293215286917
"WALKING_UPSTAIRS" 2 "tBodyAccJerk.mean...Y" 0.00875888964679404
"WALKING_UPSTAIRS" 2 "tBodyAccJerk.mean...Z" -0.00600953398545337
"WALKING_UPSTAIRS" 2 "tBodyGyro.mean...X" 0.00682449600215674
"WALKING_UPSTAIRS" 2 "tBodyGyro.mean...Y" -0.0885225289752966
"WALKING_UPSTAIRS" 2 "tBodyGyro.mean...Z" 0.0598938080367487
"WALKING_UPSTAIRS" 2 "tBodyGyroJerk.mean...X" -0.112117464583562
"WALKING_UPSTAIRS" 2 "tBodyGyroJerk.mean...Y" -0.0386192672141386
"WALKING_UPSTAIRS" 2 "tBodyGyroJerk.mean...Z" -0.0525810278118912
"WALKING_UPSTAIRS" 2 "tBodyAccMag.mean.." -0.100204123946392
"WALKING_UPSTAIRS" 2 "tGravityAccMag.mean.." -0.100204123946392
"WALKING_UPSTAIRS" 2 "tBodyAccJerkMag.mean.." -0.390938624541516
"WALKING_UPSTAIRS" 2 "tBodyGyroMag.mean.." -0.178281147518361
"WALKING_UPSTAIRS" 2 "tBodyGyroJerkMag.mean.." -0.608047148013666
"WALKING_UPSTAIRS" 2 "fBodyAcc.mean...X" -0.293406752279022
"WALKING_UPSTAIRS" 2 "fBodyAcc.mean...Y" -0.134950514403271
"WALKING_UPSTAIRS" 2 "fBodyAcc.mean...Z" -0.368122061042293
"WALKING_UPSTAIRS" 2 "fBodyAcc.meanFreq...X" -0.436683976651101
"WALKING_UPSTAIRS" 2 "fBodyAcc.meanFreq...Y" -0.169851327169637
"WALKING_UPSTAIRS" 2 "fBodyAcc.meanFreq...Z" -0.265200271104081
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.mean...X" -0.389896773119819
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.mean...Y" -0.364666839787014
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.mean...Z" -0.591670061637306
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.meanFreq...X" -0.339080440587254
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.meanFreq...Y" -0.452501330578951
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.meanFreq...Z" -0.44116273987351
"WALKING_UPSTAIRS" 2 "fBodyGyro.mean...X" -0.394248174023122
"WALKING_UPSTAIRS" 2 "fBodyGyro.mean...Y" -0.45925346898967
"WALKING_UPSTAIRS" 2 "fBodyGyro.mean...Z" -0.296857721646179
"WALKING_UPSTAIRS" 2 "fBodyGyro.meanFreq...X" -0.212837257343873
"WALKING_UPSTAIRS" 2 "fBodyGyro.meanFreq...Y" -0.319518692055149
"WALKING_UPSTAIRS" 2 "fBodyGyro.meanFreq...Z" -0.26034110185728
"WALKING_UPSTAIRS" 2 "fBodyAccMag.mean.." -0.26202811322658
"WALKING_UPSTAIRS" 2 "fBodyAccMag.meanFreq.." -0.0532170060678109
"WALKING_UPSTAIRS" 2 "fBodyBodyAccJerkMag.mean.." -0.353961999926425
"WALKING_UPSTAIRS" 2 "fBodyBodyAccJerkMag.meanFreq.." 0.0628726058822474
"WALKING_UPSTAIRS" 2 "fBodyBodyGyroMag.mean.." -0.449781382648834
"WALKING_UPSTAIRS" 2 "fBodyBodyGyroMag.meanFreq.." -0.168707548570072
"WALKING_UPSTAIRS" 2 "fBodyBodyGyroJerkMag.mean.." -0.658694456439443
"WALKING_UPSTAIRS" 2 "fBodyBodyGyroJerkMag.meanFreq.." 0.094112452115136
"WALKING_UPSTAIRS" 2 "angle.tBodyAccMean.gravity." 0.0353707742785168
"WALKING_UPSTAIRS" 2 "angle.tBodyAccJerkMean..gravityMean." 0.00665151216763601
"WALKING_UPSTAIRS" 2 "angle.tBodyGyroMean.gravityMean." -0.129903187672927
"WALKING_UPSTAIRS" 2 "angle.tBodyGyroJerkMean.gravityMean." 0.0364320224572863
"WALKING_UPSTAIRS" 2 "angle.X.gravityMean." -0.637980142221503
"WALKING_UPSTAIRS" 2 "angle.Y.gravityMean." 0.278641944978951
"WALKING_UPSTAIRS" 2 "angle.Z.gravityMean." 0.122793802216652
"WALKING_UPSTAIRS" 2 "tBodyAcc.std...X" -0.237989747950635
"WALKING_UPSTAIRS" 2 "tBodyAcc.std...Y" -0.0160325123253303
"WALKING_UPSTAIRS" 2 "tBodyAcc.std...Z" -0.175449700484728
"WALKING_UPSTAIRS" 2 "tGravityAcc.std...X" -0.948191332253886
"WALKING_UPSTAIRS" 2 "tGravityAcc.std...Y" -0.925549271962435
"WALKING_UPSTAIRS" 2 "tGravityAcc.std...Z" -0.901905618180052
"WALKING_UPSTAIRS" 2 "tBodyAccJerk.std...X" -0.360863432417876
"WALKING_UPSTAIRS" 2 "tBodyAccJerk.std...Y" -0.339226496686328
"WALKING_UPSTAIRS" 2 "tBodyAccJerk.std...Z" -0.627063649764249
"WALKING_UPSTAIRS" 2 "tBodyGyro.std...X" -0.46760713827921
"WALKING_UPSTAIRS" 2 "tBodyGyro.std...Y" -0.344231806672079
"WALKING_UPSTAIRS" 2 "tBodyGyro.std...Z" -0.237136760675842
"WALKING_UPSTAIRS" 2 "tBodyGyroJerk.std...X" -0.553132758357837
"WALKING_UPSTAIRS" 2 "tBodyGyroJerk.std...Y" -0.667339157124352
"WALKING_UPSTAIRS" 2 "tBodyGyroJerk.std...Z" -0.560989210937073
"WALKING_UPSTAIRS" 2 "tBodyAccMag.std.." -0.249875157023391
"WALKING_UPSTAIRS" 2 "tGravityAccMag.std.." -0.249875157023391
"WALKING_UPSTAIRS" 2 "tBodyAccJerkMag.std.." -0.385400351575259
"WALKING_UPSTAIRS" 2 "tBodyGyroMag.std.." -0.337142124176179
"WALKING_UPSTAIRS" 2 "tBodyGyroJerkMag.std.." -0.666836734071891
"WALKING_UPSTAIRS" 2 "fBodyAcc.std...X" -0.218887990072578
"WALKING_UPSTAIRS" 2 "fBodyAcc.std...Y" -0.0218110366534067
"WALKING_UPSTAIRS" 2 "fBodyAcc.std...Z" -0.146601790497137
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.std...X" -0.388992761276127
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.std...Y" -0.357632925658886
"WALKING_UPSTAIRS" 2 "fBodyAccJerk.std...Z" -0.661590843134715
"WALKING_UPSTAIRS" 2 "fBodyGyro.std...X" -0.49525397668763
"WALKING_UPSTAIRS" 2 "fBodyGyro.std...Y" -0.29318182767215
"WALKING_UPSTAIRS" 2 "fBodyGyro.std...Z" -0.292041341940868
"WALKING_UPSTAIRS" 2 "fBodyAccMag.std.." -0.361753456901554
"WALKING_UPSTAIRS" 2 "fBodyBodyAccJerkMag.std.." -0.434206731972435
"WALKING_UPSTAIRS" 2 "fBodyBodyGyroMag.std.." -0.381406363802979
"WALKING_UPSTAIRS" 2 "fBodyBodyGyroJerkMag.std.." -0.703083532121114
